0 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2 [0.0, 0.0, 0.0, 0.0, 0.0, 0.97220963, 0.8119572, 0.0]
3 [0.0, 0.0, 0.0, 0.0, 0.0, 0.97153616, 0.81204575, 0.0]
4 [0.0, 0.0, 0.0, 0.0, 0.0, 0.9706094, 0.811363, 0.0]
5 [0.0, 0.0, 0.0, 0.0, 0.0, 0.9700285, 0.80960876, 0.0]
6 [0.0, 0.0, 0.0, 0.0, 0.0, 0.96977377, 0.8082666, 0.0]
7 [0.0, 0.0, 0.0, 0.0, 0.0, 0.96986926, 0.8081696, 0.0]
8 [0.0, 0.0, 0.0, 0.0, 0.0, 0.9683263, 0.8067611, 0.0]
9 [0.0, 0.0, 0.0, 0.0, 0.0, 0.96474004, 0.8044862, 0.0]
10 [0.0, 0.0, 0.0, 0.0, 0.0, 0.96474004, 0.8044862, 0.0]
11 [0.0, 0.0, 0.0, 0.0, 0.0, 0.96154016, 0.80210084, 0.0]
12 [0.0, 0.0, 0.0, 0.0, 0.0, 0.7871603, 0.7953169, 0.0]
13 [0.0, 0.0, 0.0, 0.0, 0.0, 0.7871603, 0.7953169, 0.0]
14 [0.0, 0.0, 0.0, 0.0, 0.0, 0.78815556, 0.7875635, 0.0]
15 [0.0, 0.0, 0.0, 0.0, 0.0, 0.7885344, 0.7834799, 0.0]
16 [0.0, 0.0, 0.0, 0.0, 0.0, 0.7885344, 0.7834799, 0.0]
17 [0.0, 0.0, 0.0, 0.0, 0.0, 0.7885843, 0.78898346, 0.0]
18 [0.0, 0.0, 0.0, 0.0, 0.0, 0.7885843, 0.78898346, 0.0]
19 [0.0, 0.0, 0.0, 0.0, 0.0, 0.78778446, 0.81062, 0.0]
20 [0.0, 0.0, 0.0, 0.0, 0.0, 0.78729314, 0.82261884, 0.0]
21 [0.0, 0.0, 0.0, 0.0, 0.0, 0.78729314, 0.82261884, 0.0]
22 [0.0, 0.0, 0.0, 0.0, 0.0, 0.7854306, 0.9223611, 0.0]
23 [0.0, 0.0, 0.0, 0.0, 0.0, 0.7828147, 0.9137779, 0.0]
24 [0.0, 0.0, 0.0, 0.0, 0.0, 0.7792848, 0.0, 0.0]
25 [0.0, 0.0, 0.0, 0.0, 0.0, 0.77716815, 0.0, 0.0]
26 [0.0, 0.0, 0.0, 0.0, 0.0, 0.77716815, 0.0, 0.0]
27 [0.0, 0.0, 0.0, 0.0, 0.9071665, 0.77254856, 0.0, 0.0]
28 [0.0, 0.0, 0.0, 0.0, 0.9071665, 0.77254856, 0.0, 0.0]
29 [0.0, 0.0, 0.0, 0.0, 0.9081441, 0.7670079, 0.0, 0.0]
30 [0.0, 0.0, 0.0, 0.0, 0.9082501, 0.7639931, 0.0, 0.0]
31 [0.0, 0.0, 0.0, 0.0, 0.9082501, 0.7639931, 0.0, 0.0]
32 [0.0, 0.0, 0.0, 0.0, 0.90768707, 0.75737566, 0.0, 0.0]
33 [0.0, 0.0, 0.0, 0.0, 0.7663078, 0.7536951, 0.0, 0.0]
34 [0.0, 0.0, 0.0, 0.0, 0.7663078, 0.7536951, 0.0, 0.0]
35 [0.0, 0.0, 0.0, 0.0, 0.73774207, 0.74573755, 0.0, 0.0]
36 [0.0, 0.0, 0.0, 0.0, 0.7380602, 0.7415595, 0.0, 0.0]
37 [0.0, 0.0, 0.0, 0.0, 0.73806363, 0.7323993, 0.0, 0.0]
38 [0.0, 0.0, 0.0, 0.0, 0.73726, 0.74435645, 0.0, 0.0]
39 [0.0, 0.0, 0.0, 0.0, 0.7355864, 0.8838593, 0.0, 0.0]
40 [0.0, 0.0, 0.0, 0.0, 0.7355864, 0.8838593, 0.0, 0.0]
41 [0.0, 0.0, 0.0, 0.0, 0.73179215, 0.8711513, 0.0, 0.0]
42 [0.0, 0.0, 0.0, 0.0, 0.7301585, 0.8665532, 0.0, 0.0]
43 [0.0, 0.0, 0.0, 0.0, 0.7262061, 0.85637283, 0.0, 0.0]
44 [0.0, 0.0, 0.0, 0.85454047, 0.7189876, 0.0, 0.0, 0.0]
45 [0.0, 0.0, 0.0, 0.8549982, 0.7161991, 0.0, 0.0, 0.0]
46 [0.0, 0.0, 0.0, 0.8552302, 0.7100771, 0.0, 0.0, 0.0]
47 [0.0, 0.0, 0.0, 0.70969576, 0.69943255, 0.0, 0.0, 0.0]
48 [0.0, 0.0, 0.0, 0.6859484, 0.6917205, 0.0, 0.0, 0.0]
49 [0.0, 0.0, 0.0, 0.6862902, 0.68766445, 0.0, 0.0, 0.0]
