0 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
3 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
4 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
5 [1.0114726, 1.0114726, 1.0114726, 1.0124725, 1.0124725, 1.0124725, 1.0124725, 1.1115274]
6 [3.012055, 3.012055, 3.012055, 3.011055, 2.011055, 2.011055, 2.011055, 3.112945]
7 [1.0120549, 1.0120549, 1.0120549, 1.011055, 1.011055, 1.011055, 1.011055, 1.1129451]
8 [3.0123131, 3.0113132, 3.0113132, 1.0113132, 1.0113132, 1.0113132, 1.0113132, 1.1126868]
9 [1.0123131, 1.0113132, 1.0113132, 1.0113132, 1.0113132, 1.0113132, 1.0113132, 1.1126868]
10 [1.0117033, 1.0117033, 1.0117033, 1.0117033, 1.0117033, 1.0127033, 1.0127033, 1.1112967]
11 [8.010862, 3.0108626, 3.0118628, 1.0118626, 8.012862, 8.012862, 8.013863, 8.111137]
12 [1.0108626, 1.0108626, 1.0118626, 1.0118626, 1.0128627, 1.0128627, 1.0138626, 1.1111374]
13 [1.0108626, 1.0108626, 1.0118626, 1.0118626, 1.0128627, 1.0128627, 1.0138626, 1.1111374]
14 [1.0128627, 1.0061374, 1.0071374, 1.0071374, 1.0081373, 1.0081373, 1.0091374, 1.8151374]
15 [5.010044, 5.011044, 5.011044, 5.012044, 5.012044, 5.013044, 5.014044, 182.11096]
16 [1.010044, 1.0110439, 1.0110439, 1.012044, 1.012044, 1.013044, 1.0140439, 1.1109561]
17 [2.010379, 2.011379, 1.0113791, 2.0123792, 1.0123792, 2.0123792, 2.013379, 60.11162]
18 [0.010379122, 0.011379121, 0.011379121, 0.01237912, 0.01237912, 0.01237912, 0.013379119, 0.11162087]
19 [0.010379122, 0.011379121, 0.011379121, 1.0123792, 1.0123792, 1.0123792, 1.0133791, 1.1116209]
20 [2.0107143, 2.0107143, 2.0117142, 2.0117142, 2.0127144, 1.0127143, 2.0137143, 2.1112857]
21 [2.0107143, 2.0107143, 2.0117142, 2.0117142, 2.0127144, 1.0127143, 2.0137143, 2.1112857]
22 [1.009022, 1.0100219, 1.012022, 1.013022, 1.014022, 1.0150219, 1.016022, 1.109978]
23 [1.009022, 1.0100219, 1.012022, 1.013022, 1.014022, 1.0150219, 1.016022, 1.109978]
24 [1.009022, 1.0100219, 1.012022, 1.013022, 1.014022, 1.0150219, 1.016022, 1.109978]
25 [1.0080824, 1.0110824, 1.0130824, 1.0150824, 1.0180824, 1.0200825, 1.0849175, 1.1049175]
26 [2.0070496, 1.0110495, 1.0140494, 9.016049, 9.01905, 2.0220494, 2.0859506, 2.1039505]
27 [2.0070496, 2.0110495, 4.0140495, 4.0160494, 4.0190496, 4.0220494, 3.0859506, 3.1039505]
28 [1.0070494, 1.0110495, 1.0140494, 1.0160495, 1.0190494, 1.0220494, 1.0859506, 1.1039505]
29 [1.0070494, 1.0110495, 1.0140494, 1.0160495, 1.0190494, 1.0220494, 1.0859506, 1.1039505]
30 [1.006467, 1.010467, 1.014467, 1.0184671, 1.022467, 1.027467, 1.087533, 1.099533]
31 [1.006467, 1.010467, 1.014467, 1.0184671, 1.022467, 1.027467, 1.087533, 1.099533]
32 [1.006467, 1.010467, 1.014467, 1.0184671, 1.022467, 1.027467, 1.087533, 1.099533]
33 [1.0054395, 1.0114396, 1.0164396, 9.02144, 9.027439, 2.0334396, 2.0875604, 9.09556]
34 [2.0042143, 2.0102143, 4.0162144, 4.0222144, 4.0272145, 2.0342143, 2.0887856, 4.0947857]
35 [1.0042143, 1.0102143, 1.0162143, 1.0222143, 1.0272143, 1.0342143, 1.0887858, 1.0947857]
36 [1.0042143, 1.0102143, 1.0162143, 1.0222143, 1.0272143, 1.0342143, 1.0887858, 1.0947857]
37 [1.0042143, 1.0102143, 1.0162143, 1.0222143, 1.0272143, 1.0342143, 1.0887858, 1.0947857]
38 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
39 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
40 [1.0101868, 1.0058132, 1.0118132, 1.0188131, 1.0258132, 1.0348132, 1.0951868, 1.8278131]
41 [2.01289, 2.0051098, 7.0131097, 7.02111, 7.02911, 2.03911, 2.09489, 7.09489]
42 [1.0128901, 1.0051099, 1.0131099, 1.0211099, 1.0291098, 1.0391098, 1.0948901, 1.0948901]
43 [1.0163351, 1.0063351, 1.0126648, 1.0216649, 1.0306648, 1.0426649, 1.0943352, 1.0933352]
44 [1.0163351, 1.0063351, 1.0126648, 1.0216649, 1.0306648, 1.0426649, 1.0943352, 1.0933352]
45 [2.0197034, 4.008703, 4.010297, 4.0202966, 4.0312967, 2.0442967, 2.0957034, 2.0937033]
46 [1.0197033, 1.0087034, 1.0102967, 1.0202967, 1.0312967, 1.0442967, 1.0957032, 1.0937033]
47 [2.0233078, 2.0113077, 8.009692, 8.020692, 2.0326922, 2.0793078, 8.095307, 2.0913076]
48 [1.0233077, 1.0113077, 1.0096923, 1.0206923, 1.0326923, 1.0793077, 1.0953077, 1.0913076]
49 [1.0233077, 1.0113077, 1.0096923, 1.0206923, 1.0326923, 1.0793077, 1.0953077, 1.0913076]
