0 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2 [0.0124560455, 0.0124560455, 0.0124560455, 0.07554396, 0.07854396, 0.0124560455, 0.0124560455, 0.0124560455]
3 [0.0124560455, 0.0124560455, 0.0124560455, 0.07554396, 0.07854396, 0.0124560455, 0.0124560455, 0.0124560455]
4 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 0.0, 0.0]
5 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 0.0, 0.0]
6 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
7 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
8 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
9 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
10 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
11 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
12 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
13 [1.012456, 1.012456, 1.012662, 1.1638234, 1.7326648, 1.0955572, 1.012662, 1.012456]
14 [1.012456, 1.012456, 1.012456, 1.0755478, 1.0785722, 1.0124596, 1.012456, 1.012456]
15 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
16 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
17 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
18 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
19 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
20 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
21 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
22 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
23 [1.012456, 1.012456, 1.0123588, 1.0338407, 0.7695359, 0.9731989, 1.0123588, 1.012456]
24 [1.012456, 1.012456, 1.012456, 1.0755422, 1.0785313, 1.0124544, 1.012456, 1.012456]
25 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
26 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
27 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
28 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
29 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
30 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
31 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
32 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
33 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
34 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
35 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
36 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
37 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
38 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
39 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
40 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
41 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
42 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
43 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
44 [1.012456, 1.012456, 1.0126951, 1.177985, 1.8375974, 1.1088881, 1.0126951, 1.012456]
45 [1.012456, 1.012456, 1.012456, 1.0755486, 1.0785784, 1.0124604, 1.012456, 1.012456]
46 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
47 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
48 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
49 [1.012456, 1.012456, 1.012456, 1.075544, 1.0785439, 1.012456, 1.012456, 1.012456]
