0 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
3 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
4 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
5 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
6 [1.0234011, 1.0234011, 1.0234011, 1.1005989, 1.1005989, 1.0995989, 1.0244011, 1.0244011]
7 [1.0199726, 1.0199726, 1.0199726, 1.1040275, 1.1040275, 1.1030275, 1.0209725, 1.8329725]
8 [1.0199726, 1.0199726, 1.0199726, 1.1040275, 1.1040275, 1.1030275, 1.0209725, 1.8329725]
9 [1.0234066, 1.0234066, 1.0234066, 1.1005934, 91.10059, 1.0995934, 1.0244066, 182.02441]
10 [1.0234066, 1.0234066, 1.0234066, 1.1005934, 1.1005934, 1.0995934, 1.0244066, 1.0244066]
11 [1.0234121, 1.0234121, 1.0234121, 1.100588, 182.10059, 1.0995879, 1.024412, 1.024412]
12 [1.0234121, 1.0234121, 1.0234121, 1.100588, 1.100588, 1.0995879, 1.024412, 1.024412]
13 [1.0234121, 1.0234121, 1.0234121, 1.100588, 1.100588, 1.0995879, 1.024412, 1.024412]
14 [1.0234011, 1.0234011, 1.0234011, 1.1005989, 91.1006, 1.0995989, 1.0244011, 1.0244011]
15 [1.0234011, 1.0234011, 1.0234011, 1.1005989, 1.1005989, 1.0995989, 1.0244011, 1.0244011]
16 [1.0234011, 1.0234011, 1.0234011, 1.1005989, 1.1005989, 1.0995989, 1.0244011, 1.0244011]
17 [1.0234011, 1.0234011, 1.0234011, 1.1005989, 1.1005989, 1.0995989, 1.0244011, 1.0244011]
